"company_id","company_name","company_tag","company_salary","company_location","company_headcount","company_revenue","company_info","reg_dt","mod_dt"
"2221",넷마블,"의료비지원
식대지원
편의시설
유망산업
복지포인트
연봉상위1%
301~1,000명
어린이돌봄
설립10년이상
누적투자100억이상
대규모 채용 중
AI 선도 기업","3920","서울특별시 구로구 디지털로 26길 38, G-Tower 넷마블, Netmarble Building, 38, Digital-ro 26-gil, Guro-Gu","734","1.3조원","{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\uac8c\uc784 \uc18c\ud504\ud2b8\uc6e8\uc5b4 \uac1c\ubc1c \ubc0f \uacf5\uae09\uc5c5"", ""\uc5f0\ud601"": ""14\ub144 (\n2011\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""\uadf8 \uc678 \uae30\ud0c0 \uc804\ubb38, \uacfc\ud559 \ubc0f \uae30\uc220 \uc11c\ube44\uc2a4\uc5c5"", ""\ub9e4\ucd9c\uc561"": ""1\uc870 3,195\uc5b5 9,571\ub9cc\n\uc6d0"", ""\uae30\uc5c5\uc720\ud615"": ""\uc8fc\uc2dd\ud68c\uc0ac"", ""\ud3c9\uade0\uc5f0\ubd09"": ""7,549\n\ub9cc\uc6d0"", ""\ubc95\uc778\uc2dc\uc7a5\uad6c\ubd84"": ""\ucf54\uc2a4\ud53c"", ""\uc0c1\uc7a5\uc885\ubaa9\ucf54\ub4dc"": ""251270"", ""\ucd1d\uc778\uc6d0 (\uae08\uc735\uac10\ub3c5\uc6d0)"": ""-"", ""\ub300\ud45c\uc790\uba85"": ""\uad8c\uc601\uc2dd, \uae40\ubcd1\uaddc (\uac01\uc790 \ub300\ud45c\uc774\uc0ac)"", ""\ud648\ud398\uc774\uc9c0"": ""company.netmarble.com"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""2\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""788\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""2014-\uc11c\uc6b8\uad6c\ub85c-1028"", ""\uad6d\ubbfc\uc5f0\uae08 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""734\n\uba85"", ""\ud1f4\uc0ac/\uc785\uc0ac (1\ub144)"": ""173\n\uba85\n/\n96\n\uba85""}","2025-04-20 18:59:14","2025-04-20 18:59:14"
"27173",인터엑스,"유망산업
사내동호회
자율복장
보너스
51~300명
설립4~9년
편의시설
커피·스낵바
자기계발지원
인원 급성장
누적투자100억이상
연봉상위11~20%
적극 채용 중
대규모 채용 중
AI 선도 기업","3202","울산광역시 중구 종가6길 7, 더테라스 1001~1008호","130","37.8억원","{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\uc2dc\uc2a4\ud15c\u318d\uc751\uc6a9 \uc18c\ud504\ud2b8\uc6e8\uc5b4 \uac1c\ubc1c \ubc0f \uacf5\uae09\uc5c5"", ""\uc5f0\ud601"": ""5\ub144 (\n2020\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""\ucef4\ud4e8\ud130 \ud504\ub85c\uadf8\ub798\ubc0d \uc11c\ube44\uc2a4\uc5c5"", ""\ub9e4\ucd9c\uc561"": ""37\uc5b5 8,791\ub9cc\n\uc6d0"", ""\uae30\uc5c5\uc720\ud615"": ""\uae30\ud0c0 \ubc95\uc778"", ""\ud3c9\uade0\uc5f0\ubd09"": ""4,681\n\ub9cc\uc6d0"", ""\ub300\ud45c\uc790\uba85"": ""\ubc15\uc815\uc724"", ""\ud648\ud398\uc774\uc9c0"": ""http://interxlab.com/"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""1\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""112\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""-"", ""\uad6d\ubbfc\uc5f0\uae08 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""130\n\uba85"", ""\ud1f4\uc0ac/\uc785\uc0ac (1\ub144)"": ""52\n\uba85\n/\n84\n\uba85""}","2025-04-20 18:59:18","2025-04-20 18:59:18"
"51129",모빌리티랩,자기계발지원,정보없음,"경남 창원시 성산구 전기의길 10, 기술창업센터 별동 109호","1",,"{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\uc2dc\uc2a4\ud15c\u318d\uc751\uc6a9 \uc18c\ud504\ud2b8\uc6e8\uc5b4 \uac1c\ubc1c \ubc0f \uacf5\uae09\uc5c5"", ""\uc5f0\ud601"": ""0\ub144 (\n2025\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""-"", ""\ub9e4\ucd9c\uc561"": ""-"", ""\ud68c\uc0ac\uad6c\ubd84"": ""\uae30\ud0c0 \ubc95\uc778"", ""\ud3c9\uade0\uc5f0\ubd09"": ""-"", ""\ud648\ud398\uc774\uc9c0"": ""-"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""1\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""1\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""-""}","2025-04-20 18:59:22","2025-04-20 18:59:22"
"48720",풀림,설립3년이하,정보없음,"서울 강남구 삼성로91길 30, 본 월드 플레이스 3F","7",,"{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\uad11\uace0 \ub300\ud589\uc5c5"", ""\uc5f0\ud601"": ""2\ub144 (\n2023\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""-"", ""\ub9e4\ucd9c\uc561"": ""-"", ""\ud68c\uc0ac\uad6c\ubd84"": ""\uac1c\uc778"", ""\ud3c9\uade0\uc5f0\ubd09"": ""-"", ""\ud648\ud398\uc774\uc9c0"": ""-"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""1\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""7\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""-""}","2025-04-20 18:59:26","2025-04-20 18:59:26"
"1016",빗썸,"유망산업
사내동호회
커피·스낵바
대출지원
식대지원
어린이돌봄
건강검진지원
복지포인트
연봉상위1%
301~1,000명
설립10년이상
금융업계
적극 채용 중
대규모 채용 중
AI 선도 기업","3960","서울시 강남구 테헤란로 124, 삼원타워 14~18F","532","1조원","{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\ud1b5\uc2e0 \ud310\ub9e4\uc5c5"", ""\uc5f0\ud601"": ""11\ub144 (\n2014\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""\ud1b5\uc2e0 \ud310\ub9e4\uc5c5"", ""\ub9e4\ucd9c\uc561"": ""1\uc870 99\uc5b5 2,502\ub9cc\n\uc6d0"", ""\uae30\uc5c5\uc720\ud615"": ""\uc8fc\uc2dd\ud68c\uc0ac"", ""\ud3c9\uade0\uc5f0\ubd09"": ""9,928\n\ub9cc\uc6d0"", ""\ubc95\uc778\uc2dc\uc7a5\uad6c\ubd84"": ""\uc77c\ubc18\uae30\uc5c5"", ""\uc0c1\uc7a5\uc885\ubaa9\ucf54\ub4dc"": ""-"", ""\ucd1d\uc778\uc6d0 (\uae08\uc735\uac10\ub3c5\uc6d0)"": ""-"", ""\ub300\ud45c\uc790\uba85"": ""\uc774\uc7ac\uc6d0"", ""\ud648\ud398\uc774\uc9c0"": ""https://bithumbcorp.com/ko/"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""1\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""439\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""2014-\uc11c\uc6b8\uac15\ub0a8-00168"", ""\uad6d\ubbfc\uc5f0\uae08 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""532\n\uba85"", ""\ud1f4\uc0ac/\uc785\uc0ac (1\ub144)"": ""47\n\uba85\n/\n115\n\uba85""}","2025-04-20 18:59:31","2025-04-20 18:59:31"
"1922",스트라드비젼(STRADVISION),"자기계발지원
건강검진지원
보너스
51~300명
누적투자100억이상
유망산업
스톡옵션
설립10년이상
원티드 픽
연봉상위2~5%","3920",강남대로 363 363강남타워,"242","39.8억원","{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\uc2dc\uc2a4\ud15c\u318d\uc751\uc6a9 \uc18c\ud504\ud2b8\uc6e8\uc5b4 \uac1c\ubc1c \ubc0f \uacf5\uae09\uc5c5"", ""\uc5f0\ud601"": ""11\ub144 (\n2014\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""\uc2dc\uc2a4\ud15c\u318d\uc751\uc6a9 \uc18c\ud504\ud2b8\uc6e8\uc5b4 \uac1c\ubc1c \ubc0f \uacf5\uae09"", ""\ub9e4\ucd9c\uc561"": ""39\uc5b5 8,626\ub9cc\n\uc6d0"", ""\uae30\uc5c5\uc720\ud615"": ""\uae30\ud0c0 \ubc95\uc778"", ""\ud3c9\uade0\uc5f0\ubd09"": ""6,032\n\ub9cc\uc6d0"", ""\ub300\ud45c\uc790\uba85"": ""-"", ""\ud648\ud398\uc774\uc9c0"": ""-"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""1\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""257\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""-"", ""\uad6d\ubbfc\uc5f0\uae08 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""242\n\uba85"", ""\ud1f4\uc0ac/\uc785\uc0ac (1\ub144)"": ""57\n\uba85\n/\n33\n\uba85""}","2025-04-20 18:59:36","2025-04-20 18:59:36"
"42849",에버트레져,"50명이하
설립3년이하
인원 급성장
유망산업
스톡옵션
보너스","2001","서울특별시 구로구 디지털로30길 28, 마리오타워 827-9호","7",,"{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\ud3ec\ud138 \ubc0f \uae30\ud0c0 \uc778\ud130\ub137 \uc815\ubcf4 \ub9e4\uac1c \uc11c\ube44\uc2a4\uc5c5"", ""\uc5f0\ud601"": ""2\ub144 (\n2023\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""\ud3ec\ud138 \ubc0f \uae30\ud0c0 \uc778\ud130\ub137 \uc815\ubcf4 \ub9e4\uac1c \uc11c\ube44"", ""\ub9e4\ucd9c\uc561"": ""-"", ""\uae30\uc5c5\uc720\ud615"": ""\uc8fc\uc2dd\ud68c\uc0ac"", ""\ud3c9\uade0\uc5f0\ubd09"": ""2,647\n\ub9cc\uc6d0"", ""\ub300\ud45c\uc790\uba85"": ""-"", ""\ud648\ud398\uc774\uc9c0"": ""-"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""2\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""5\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""2023-\uc11c\uc6b8\uad6c\ub85c-1302"", ""\uad6d\ubbfc\uc5f0\uae08 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""7\n\uba85"", ""\ud1f4\uc0ac/\uc785\uc0ac (1\ub144)"": ""3\n\uba85\n/\n4\n\uba85""}","2025-04-20 18:59:40","2025-04-20 18:59:40"
"2608",와이즐리컴퍼니,"건강검진지원
커피·스낵바
설립4~9년
식대지원
51~300명
인원 급성장
누적투자100억이상
원티드 픽
연봉상위11~20%
적극 채용 중","3599",서울특별시 서초구 서초대로 396(강남빌딩) 스파크플러스 강남2호점 18층 와이즐리컴퍼니,"61","108.8억원","{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\ub0a0\ubd99\uc774, \uc218\uacf5\uad6c \ubc0f \uc77c\ubc18 \ucca0\ubb3c \uc81c\uc870\uc5c5"", ""\uc5f0\ud601"": ""7\ub144 (\n2018\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""\uc0dd\ud65c\uc6a9 \uac00\uad6c, \uc870\uba85\uae30\uad6c \ubc0f \ube44\uc804\uae30\uc2dd"", ""\ub9e4\ucd9c\uc561"": ""108\uc5b5 8,972\ub9cc\n\uc6d0"", ""\uae30\uc5c5\uc720\ud615"": ""\uc8fc\uc2dd\ud68c\uc0ac"", ""\ud3c9\uade0\uc5f0\ubd09"": ""5,041\n\ub9cc\uc6d0"", ""\ub300\ud45c\uc790\uba85"": ""-"", ""\ud648\ud398\uc774\uc9c0"": ""-"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""1\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""49\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""2023-\uc11c\uc6b8\uc11c\ucd08-0263"", ""\uad6d\ubbfc\uc5f0\uae08 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""61\n\uba85"", ""\ud1f4\uc0ac/\uc785\uc0ac (1\ub144)"": ""26\n\uba85\n/\n49\n\uba85""}","2025-04-20 18:59:45","2025-04-20 18:59:45"
"51481",블루밍그레이스,"식대지원
보너스
AI 선도 기업","3937",서울 강남구 압구정로 421-1,"20",,"{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\uacbd\uc601 \ucee8\uc124\ud305 \ubc0f \uacf5\uacf5 \uad00\uacc4 \uc11c\ube44\uc2a4\uc5c5"", ""\uc5f0\ud601"": ""2\ub144 (\n2023\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""\uc778\ubb38 \ubc0f \uc0ac\ud68c\uacfc\ud559 \uc5f0\uad6c\uac1c\ubc1c\uc5c5"", ""\ub9e4\ucd9c\uc561"": ""-"", ""\uae30\uc5c5\uc720\ud615"": ""\uae30\ud0c0 \ubc95\uc778"", ""\ud3c9\uade0\uc5f0\ubd09"": ""5,249\n\ub9cc\uc6d0"", ""\ub300\ud45c\uc790\uba85"": ""-"", ""\ud648\ud398\uc774\uc9c0"": ""-"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""1\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""12\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""-"", ""\uad6d\ubbfc\uc5f0\uae08 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""20\n\uba85"", ""\ud1f4\uc0ac/\uc785\uc0ac (1\ub144)"": ""4\n\uba85\n/\n14\n\uba85""}","2025-04-20 18:59:49","2025-04-20 18:59:49"
"5273",테스트웍스,"유망산업
사내동호회
식대지원
51~300명
설립4~9년
인원 급성장
워크샵
누적투자100억이상
연봉 업계평균이상
AI 선도 기업","2517",서울특별시 송파구 백제고분로41길 42-19 더블유 123빌딩 5층,"177","58.2억원","{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\uc2dc\uc2a4\ud15c\u318d\uc751\uc6a9 \uc18c\ud504\ud2b8\uc6e8\uc5b4 \uac1c\ubc1c \ubc0f \uacf5\uae09\uc5c5"", ""\uc5f0\ud601"": ""10\ub144 (\n2015\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""\uc2dc\uc2a4\ud15c\u318d\uc751\uc6a9 \uc18c\ud504\ud2b8\uc6e8\uc5b4 \uac1c\ubc1c \ubc0f \uacf5\uae09"", ""\ub9e4\ucd9c\uc561"": ""58\uc5b5 2,728\ub9cc\n\uc6d0"", ""\uae30\uc5c5\uc720\ud615"": ""\uae30\ud0c0 \ubc95\uc778"", ""\ud3c9\uade0\uc5f0\ubd09"": ""3,779\n\ub9cc\uc6d0"", ""\ub300\ud45c\uc790\uba85"": ""-"", ""\ud648\ud398\uc774\uc9c0"": ""-"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""1\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""174\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""-"", ""\uad6d\ubbfc\uc5f0\uae08 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""177\n\uba85"", ""\ud1f4\uc0ac/\uc785\uc0ac (1\ub144)"": ""93\n\uba85\n/\n112\n\uba85""}","2025-04-20 18:59:53","2025-04-20 18:59:53"
"52711",더빌딩,스톡옵션,정보없음,"서울 강남구 논현로76길 24, 5층, 5271호",정보없음,,,"2025-04-20 18:59:57","2025-04-20 18:59:57"
"47385",비씨엠테크,"건강검진지원
식대지원
50명이하
설립3년이하
인원 급성장
누적투자100억이상
AI 선도 기업","1893","경기 안양시 만안구 덕천로152번길 25, A동 1605호","4",,"{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\ucef4\ud4e8\ud130 \uc81c\uc870\uc5c5"", ""\uc5f0\ud601"": ""4\ub144 (\n2021\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""\uae30\uc5b5 \uc7a5\uce58 \ubc0f \uc8fc\ubcc0 \uae30\uae30 \uc81c\uc870\uc5c5"", ""\ub9e4\ucd9c\uc561"": ""-"", ""\uae30\uc5c5\uc720\ud615"": ""\uae30\ud0c0 \ubc95\uc778"", ""\ud3c9\uade0\uc5f0\ubd09"": ""2,600\n\ub9cc\uc6d0"", ""\ub300\ud45c\uc790\uba85"": ""-"", ""\ud648\ud398\uc774\uc9c0"": ""-"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""1\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""2\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""-"", ""\uad6d\ubbfc\uc5f0\uae08 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""4\n\uba85"", ""\ud1f4\uc0ac/\uc785\uc0ac (1\ub144)"": ""0\n\uba85\n/\n2\n\uba85""}","2025-04-20 19:00:02","2025-04-20 19:00:02"
"25652",에듀템,"유망산업
복지포인트
자기계발지원
보너스
50명이하
설립4~9년
인원 급성장
커피·스낵바
AI 선도 기업","2380",서울 마포구 월드컵북로 396 누리꿈스퀘어 연구개발타워 1104호,"16",,"{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\uc2dc\uc2a4\ud15c\u318d\uc751\uc6a9 \uc18c\ud504\ud2b8\uc6e8\uc5b4 \uac1c\ubc1c \ubc0f \uacf5\uae09\uc5c5"", ""\uc5f0\ud601"": ""9\ub144 (\n2016\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""\uc2dc\uc2a4\ud15c\u318d\uc751\uc6a9 \uc18c\ud504\ud2b8\uc6e8\uc5b4 \uac1c\ubc1c \ubc0f \uacf5\uae09"", ""\ub9e4\ucd9c\uc561"": ""-"", ""\uae30\uc5c5\uc720\ud615"": ""\uc8fc\uc2dd\ud68c\uc0ac"", ""\ud3c9\uade0\uc5f0\ubd09"": ""3,420\n\ub9cc\uc6d0"", ""\ub300\ud45c\uc790\uba85"": ""-"", ""\ud648\ud398\uc774\uc9c0"": ""-"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""1\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""15\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""2019-\uad11\uc8fc\ubd81\uad6c-0155"", ""\uad6d\ubbfc\uc5f0\uae08 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""16\n\uba85"", ""\ud1f4\uc0ac/\uc785\uc0ac (1\ub144)"": ""8\n\uba85\n/\n10\n\uba85""}","2025-04-20 19:00:06","2025-04-20 19:00:06"
"1679",스트리미(Streami),"건강검진지원
식대지원
유망산업
커피·스낵바
장비지원
자기계발지원
51~300명
설립4~9년
연봉상위2~5%
누적투자100억이상
인원 급성장
적극 채용 중
AI 선도 기업","3894","서울 강남구 봉은사로 179, 12층","62","314.8억원","{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\ucef4\ud4e8\ud130 \uc2dc\uc2a4\ud15c \ud1b5\ud569 \uc790\ubb38, \uad6c\ucd95 \ubc0f \uad00\ub9ac\uc5c5"", ""\uc5f0\ud601"": ""10\ub144 (\n2015\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""\uc2dc\uc2a4\ud15c\u318d\uc751\uc6a9 \uc18c\ud504\ud2b8\uc6e8\uc5b4 \uac1c\ubc1c \ubc0f \uacf5\uae09"", ""\ub9e4\ucd9c\uc561"": ""314\uc5b5 8,906\ub9cc\n\uc6d0"", ""\uae30\uc5c5\uc720\ud615"": ""\uc8fc\uc2dd\ud68c\uc0ac"", ""\ud3c9\uade0\uc5f0\ubd09"": ""5,932\n\ub9cc\uc6d0"", ""\ub300\ud45c\uc790\uba85"": ""-"", ""\ud648\ud398\uc774\uc9c0"": ""-"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""1\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""57\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""2016-\uc11c\uc6b8\uac15\ub0a8-03904"", ""\uad6d\ubbfc\uc5f0\uae08 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""62\n\uba85"", ""\ud1f4\uc0ac/\uc785\uc0ac (1\ub144)"": ""16\n\uba85\n/\n29\n\uba85""}","2025-04-20 19:00:10","2025-04-20 19:00:10"
"1650",텐핑거스(10fingers),"커피·스낵바
편의시설
보너스
50명이하
인원 급성장
설립10년이상","2311","서초구 나루터로 62, 일신빌딩 7층","48","11.1억원","{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\uc2dc\uc2a4\ud15c\u318d\uc751\uc6a9 \uc18c\ud504\ud2b8\uc6e8\uc5b4 \uac1c\ubc1c \ubc0f \uacf5\uae09\uc5c5"", ""\uc5f0\ud601"": ""11\ub144 (\n2014\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""\uadf8 \uc678 \uae30\ud0c0 \uc815\ubcf4 \uc11c\ube44\uc2a4\uc5c5"", ""\ub9e4\ucd9c\uc561"": ""11\uc5b5 1,685\ub9cc\n\uc6d0"", ""\uae30\uc5c5\uc720\ud615"": ""\uc8fc\uc2dd\ud68c\uc0ac"", ""\ud3c9\uade0\uc5f0\ubd09"": ""3,449\n\ub9cc\uc6d0"", ""\ub300\ud45c\uc790\uba85"": ""-"", ""\ud648\ud398\uc774\uc9c0"": ""-"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""1\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""42\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""2017-\uc11c\uc6b8\uad6c\ub85c-1419"", ""\uad6d\ubbfc\uc5f0\uae08 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""48\n\uba85"", ""\ud1f4\uc0ac/\uc785\uc0ac (1\ub144)"": ""28\n\uba85\n/\n44\n\uba85""}","2025-04-20 19:00:15","2025-04-20 19:00:15"
"49513",래딩랩스,,정보없음,"서울 강서구 공항대로 337, 3층 312호",정보없음,,,"2025-04-20 19:00:18","2025-04-20 19:00:18"
"958",옴니어스(OMNIOUS),"유망산업
자율복장
장비지원
보너스
자기계발지원
수평적조직
리프레시휴가
유급휴가
자유로운휴가
커피·스낵바
50명이하
설립4~9년
연봉상위6~10%
스톡옵션
누적투자100억이상","3586",서울특별시 강남구 도산대로420,"21","18.6억원","{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\ud3ec\ud138 \ubc0f \uae30\ud0c0 \uc778\ud130\ub137 \uc815\ubcf4 \ub9e4\uac1c \uc11c\ube44\uc2a4\uc5c5"", ""\uc5f0\ud601"": ""10\ub144 (\n2015\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""\ud3ec\ud138 \ubc0f \uae30\ud0c0 \uc778\ud130\ub137 \uc815\ubcf4 \ub9e4\uac1c \uc11c\ube44"", ""\ub9e4\ucd9c\uc561"": ""18\uc5b5 6,382\ub9cc\n\uc6d0"", ""\uae30\uc5c5\uc720\ud615"": ""\uc8fc\uc2dd\ud68c\uc0ac"", ""\ud3c9\uade0\uc5f0\ubd09"": ""5,517\n\ub9cc\uc6d0"", ""\ub300\ud45c\uc790\uba85"": ""-"", ""\ud648\ud398\uc774\uc9c0"": ""-"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""1\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""20\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""2023-\uc11c\uc6b8\uac15\ub0a8-01822"", ""\uad6d\ubbfc\uc5f0\uae08 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""21\n\uba85"", ""\ud1f4\uc0ac/\uc785\uc0ac (1\ub144)"": ""11\n\uba85\n/\n5\n\uba85""}","2025-04-20 19:00:23","2025-04-20 19:00:23"
