"company_id","company_name","company_tag","company_salary","company_location","company_headcount","company_revenue","company_info","reg_dt","mod_dt"
"20337",씨이랩,"51~300명
연봉상위6~10%
설립10년이상
누적투자100억이상
휴가비
커피·스낵바
스톡옵션
식대지원
AI 선도 기업
유망산업","3051","서울특별시 강남구 언주로 617, 4층 씨이랩","68","57.7억원","{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\uc2dc\uc2a4\ud15c\u318d\uc751\uc6a9 \uc18c\ud504\ud2b8\uc6e8\uc5b4 \uac1c\ubc1c \ubc0f \uacf5\uae09\uc5c5"", ""\uc5f0\ud601"": ""15\ub144 (\n2010\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""\ucef4\ud4e8\ud130 \uc2dc\uc2a4\ud15c \ud1b5\ud569 \uc790\ubb38, \uad6c\ucd95 \ubc0f"", ""\ub9e4\ucd9c\uc561"": ""57\uc5b5 7,787\ub9cc\n\uc6d0"", ""\uae30\uc5c5\uc720\ud615"": ""\uc8fc\uc2dd\ud68c\uc0ac"", ""\ud3c9\uade0\uc5f0\ubd09"": ""5,860\n\ub9cc\uc6d0"", ""\ubc95\uc778\uc2dc\uc7a5\uad6c\ubd84"": ""\ucf54\uc2a4\ub2e5"", ""\uc0c1\uc7a5\uc885\ubaa9\ucf54\ub4dc"": ""189330"", ""\ucd1d\uc778\uc6d0 (\uae08\uc735\uac10\ub3c5\uc6d0)"": ""-"", ""\ub300\ud45c\uc790\uba85"": ""\uc774\uc6b0\uc601"", ""\ud648\ud398\uc774\uc9c0"": ""www.xiilab.com"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""1\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""73\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""2017-\uc11c\uc6b8\uac15\ub0a8-01505"", ""\uad6d\ubbfc\uc5f0\uae08 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""68\n\uba85"", ""\ud1f4\uc0ac/\uc785\uc0ac (1\ub144)"": ""36\n\uba85\n/\n26\n\uba85""}","2025-04-20 18:53:36","2025-04-20 18:53:36"
"44275",리얼드로우,"식대지원
건강검진지원
커피·스낵바
단체보험
자기계발지원
유급휴가
50명이하
설립3년이하
인원 급성장
연봉상위11~20%
누적투자100억이상
AI 선도 기업
디캠프선발유망스타트업",비공개,"서울특별시 마포구 마포대로 122, 프론트원 17층",비공개,비공개,"{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\ucef4\ud4e8\ud130 \ud504\ub85c\uadf8\ub798\ubc0d \uc11c\ube44\uc2a4\uc5c5"", ""\uc5f0\ud601"": ""2\ub144 (\n2023\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""\ucef4\ud4e8\ud130 \ud504\ub85c\uadf8\ub798\ubc0d \uc11c\ube44\uc2a4\uc5c5"", ""\ub9e4\ucd9c\uc561"": ""\ube44\uacf5\uac1c"", ""\uae30\uc5c5\uc720\ud615"": ""\uae30\ud0c0 \ubc95\uc778"", ""\ud3c9\uade0\uc5f0\ubd09"": ""\ube44\uacf5\uac1c"", ""\ub300\ud45c\uc790\uba85"": ""\ucd5c\uc0c1\uaddc"", ""\ud648\ud398\uc774\uc9c0"": ""realdraw.ai"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""1\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""\ube44\uacf5\uac1c"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""-"", ""\uad6d\ubbfc\uc5f0\uae08 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""\ube44\uacf5\uac1c"", ""\ud1f4\uc0ac/\uc785\uc0ac (1\ub144)"": ""\ube44\uacf5\uac1c""}","2025-04-20 18:53:41","2025-04-20 18:53:41"
"2534",칩스앤미디어,"건강검진지원
휴가비
자기계발지원
식대지원
리프레시휴가
연봉상위1%
51~300명
퇴사율6~10%
인원 급성장
설립10년이상
사내동호회
누적투자100억이상","3894","서울시 강남구 테헤란로 509(삼성동,NC타워1) 7~8F","84","199.7억원","{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\uc804\uc790\uc9d1\uc801\ud68c\ub85c \uc81c\uc870\uc5c5"", ""\uc5f0\ud601"": ""22\ub144 (\n2003\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""\uc778\ubb38 \ubc0f \uc0ac\ud68c\uacfc\ud559 \uc5f0\uad6c\uac1c\ubc1c\uc5c5"", ""\ub9e4\ucd9c\uc561"": ""199\uc5b5 7,956\ub9cc\n\uc6d0"", ""\uae30\uc5c5\uc720\ud615"": ""\uc8fc\uc2dd\ud68c\uc0ac"", ""\ud3c9\uade0\uc5f0\ubd09"": ""11,648\n\ub9cc\uc6d0"", ""\ubc95\uc778\uc2dc\uc7a5\uad6c\ubd84"": ""\ucf54\uc2a4\ub2e5"", ""\uc0c1\uc7a5\uc885\ubaa9\ucf54\ub4dc"": ""094360"", ""\ucd1d\uc778\uc6d0 (\uae08\uc735\uac10\ub3c5\uc6d0)"": ""-"", ""\ub300\ud45c\uc790\uba85"": ""\uae40\uc0c1\ud604"", ""\ud648\ud398\uc774\uc9c0"": ""www.chipsnmedia.com"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""1\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""84\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""-"", ""\uad6d\ubbfc\uc5f0\uae08 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""84\n\uba85"", ""\ud1f4\uc0ac/\uc785\uc0ac (1\ub144)"": ""7\n\uba85\n/\n7\n\uba85""}","2025-04-20 18:53:45","2025-04-20 18:53:45"
"50149",블라스트,"50명이하
설립3년이하
인원 급성장
편의시설
워크샵
보너스
AI 선도 기업","3302","서울 서초구 매헌로 16, 하이브랜드 14층 1416호","14",,"{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\uc2dc\uc2a4\ud15c\u318d\uc751\uc6a9 \uc18c\ud504\ud2b8\uc6e8\uc5b4 \uac1c\ubc1c \ubc0f \uacf5\uae09\uc5c5"", ""\uc5f0\ud601"": ""2\ub144 (\n2023\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""-"", ""\ub9e4\ucd9c\uc561"": ""-"", ""\ud68c\uc0ac\uad6c\ubd84"": ""\uae30\ud0c0 \ubc95\uc778"", ""\ud3c9\uade0\uc5f0\ubd09"": ""4,070\n\ub9cc\uc6d0"", ""\ud648\ud398\uc774\uc9c0"": ""-"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""1\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""13\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""-""}","2025-04-20 18:53:49","2025-04-20 18:53:49"
"8794",포티투닷(42dot),"유망산업
식대지원
건강검진지원
커피·스낵바
장비지원
자기계발지원
301~1,000명
설립4~9년
연봉상위2~5%
인원 급성장
누적투자100억이상
원티드 픽
적극 채용 중
대규모 채용 중
AI 선도 기업","4142","경기 성남시 수정구 창업로40번길 20, A동 42dot","625","4억원","{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\uc2dc\uc2a4\ud15c\u318d\uc751\uc6a9 \uc18c\ud504\ud2b8\uc6e8\uc5b4 \uac1c\ubc1c \ubc0f \uacf5\uae09\uc5c5"", ""\uc5f0\ud601"": ""6\ub144 (\n2019\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""\uc2dc\uc2a4\ud15c\u318d\uc751\uc6a9 \uc18c\ud504\ud2b8\uc6e8\uc5b4 \uac1c\ubc1c \ubc0f \uacf5\uae09"", ""\ub9e4\ucd9c\uc561"": ""4\uc5b5 203\ub9cc\n\uc6d0"", ""\uae30\uc5c5\uc720\ud615"": ""\uc8fc\uc2dd\ud68c\uc0ac"", ""\ud3c9\uade0\uc5f0\ubd09"": ""6,032\n\ub9cc\uc6d0"", ""\ub300\ud45c\uc790\uba85"": ""-"", ""\ud648\ud398\uc774\uc9c0"": ""-"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""1\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""588\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""2024-\uc131\ub0a8\uc218\uc815-0964"", ""\uad6d\ubbfc\uc5f0\uae08 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""625\n\uba85"", ""\ud1f4\uc0ac/\uc785\uc0ac (1\ub144)"": ""121\n\uba85\n/\n213\n\uba85""}","2025-04-20 18:53:54","2025-04-20 18:53:54"
"11142",모빅랩,"커피·스낵바
자기계발지원
건강검진지원
보너스
식대지원
유망산업
50명이하
설립4~9년
연봉상위6~10%
인원 급성장
누적투자100억이상
AI 선도 기업","4178",연수구 컨벤시아대로 204,"17",,"{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\uc2dc\uc2a4\ud15c\u318d\uc751\uc6a9 \uc18c\ud504\ud2b8\uc6e8\uc5b4 \uac1c\ubc1c \ubc0f \uacf5\uae09\uc5c5"", ""\uc5f0\ud601"": ""8\ub144 (\n2017\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""\uc2dc\uc2a4\ud15c\u318d\uc751\uc6a9 \uc18c\ud504\ud2b8\uc6e8\uc5b4 \uac1c\ubc1c \ubc0f \uacf5\uae09"", ""\ub9e4\ucd9c\uc561"": ""-"", ""\uae30\uc5c5\uc720\ud615"": ""\uae30\ud0c0 \ubc95\uc778"", ""\ud3c9\uade0\uc5f0\ubd09"": ""5,852\n\ub9cc\uc6d0"", ""\ub300\ud45c\uc790\uba85"": ""-"", ""\ud648\ud398\uc774\uc9c0"": ""-"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""1\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""14\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""-"", ""\uad6d\ubbfc\uc5f0\uae08 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""17\n\uba85"", ""\ud1f4\uc0ac/\uc785\uc0ac (1\ub144)"": ""4\n\uba85\n/\n7\n\uba85""}","2025-04-20 18:53:58","2025-04-20 18:53:58"
"5251",메디웨일,"커피·스낵바
건강검진지원
식대지원
50명이하
설립4~9년
인원 급성장
누적투자100억이상
연봉상위6~10%
의료비지원
단체보험
AI 선도 기업","3999","서울특별시 강남구 논현로 746, 석호빌딩 4층 메디웨일","48","316.8만원","{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\uc2dc\uc2a4\ud15c\u318d\uc751\uc6a9 \uc18c\ud504\ud2b8\uc6e8\uc5b4 \uac1c\ubc1c \ubc0f \uacf5\uae09\uc5c5"", ""\uc5f0\ud601"": ""8\ub144 (\n2017\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""\uc2dc\uc2a4\ud15c\u318d\uc751\uc6a9 \uc18c\ud504\ud2b8\uc6e8\uc5b4 \uac1c\ubc1c \ubc0f \uacf5\uae09"", ""\ub9e4\ucd9c\uc561"": ""316\ub9cc\n\uc6d0"", ""\uae30\uc5c5\uc720\ud615"": ""\uae30\ud0c0 \ubc95\uc778"", ""\ud3c9\uade0\uc5f0\ubd09"": ""5,882\n\ub9cc\uc6d0"", ""\ub300\ud45c\uc790\uba85"": ""-"", ""\ud648\ud398\uc774\uc9c0"": ""-"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""1\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""28\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""-"", ""\uad6d\ubbfc\uc5f0\uae08 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""48\n\uba85"", ""\ud1f4\uc0ac/\uc785\uc0ac (1\ub144)"": ""19\n\uba85\n/\n44\n\uba85""}","2025-04-20 18:54:03","2025-04-20 18:54:03"
"9072",오케스트로,"자기계발지원
자유로운휴가
건강검진지원
식대지원
유망산업
301~1,000명
설립4~9년
누적투자100억이상
인원 급성장
원티드 픽
연봉상위11~20%
적극 채용 중
대규모 채용 중
장비지원
AI 선도 기업","3574",서울시 영등포구 여의대로 108 PARC1 NH금융타워(PARK ONE TOWER 2) 빌딩 43층,"512","135.9억원","{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\uc2dc\uc2a4\ud15c\u318d\uc751\uc6a9 \uc18c\ud504\ud2b8\uc6e8\uc5b4 \uac1c\ubc1c \ubc0f \uacf5\uae09\uc5c5"", ""\uc5f0\ud601"": ""7\ub144 (\n2018\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""\uc2dc\uc2a4\ud15c\u318d\uc751\uc6a9 \uc18c\ud504\ud2b8\uc6e8\uc5b4 \uac1c\ubc1c \ubc0f \uacf5\uae09"", ""\ub9e4\ucd9c\uc561"": ""135\uc5b5 9,122\ub9cc\n\uc6d0"", ""\uae30\uc5c5\uc720\ud615"": ""\uae30\ud0c0 \ubc95\uc778"", ""\ud3c9\uade0\uc5f0\ubd09"": ""5,053\n\ub9cc\uc6d0"", ""\ub300\ud45c\uc790\uba85"": ""-"", ""\ud648\ud398\uc774\uc9c0"": ""-"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""1\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""484\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""-"", ""\uad6d\ubbfc\uc5f0\uae08 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""512\n\uba85"", ""\ud1f4\uc0ac/\uc785\uc0ac (1\ub144)"": ""251\n\uba85\n/\n334\n\uba85""}","2025-04-20 18:54:07","2025-04-20 18:54:07"
"1266",뷰노,"커피·스낵바
사내동호회
편의시설
유망산업
리프레시휴가
복지포인트
연봉상위1%
51~300명
설립10년이상
누적투자100억이상
인원 급성장
AI 선도 기업","3960",서울시 서초구 강남대로 479 9층,"161","22.4억원","{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\uc2dc\uc2a4\ud15c\u318d\uc751\uc6a9 \uc18c\ud504\ud2b8\uc6e8\uc5b4 \uac1c\ubc1c \ubc0f \uacf5\uae09\uc5c5"", ""\uc5f0\ud601"": ""11\ub144 (\n2014\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""\ubc29\uc0ac\uc120 \uc7a5\uce58 \ubc0f \uc804\uae30\uc2dd \uc9c4\ub2e8 \uae30\uae30 \uc81c"", ""\ub9e4\ucd9c\uc561"": ""22\uc5b5 4,788\ub9cc\n\uc6d0"", ""\uae30\uc5c5\uc720\ud615"": ""\uc8fc\uc2dd\ud68c\uc0ac"", ""\ud3c9\uade0\uc5f0\ubd09"": ""8,090\n\ub9cc\uc6d0"", ""\ubc95\uc778\uc2dc\uc7a5\uad6c\ubd84"": ""\ucf54\uc2a4\ub2e5"", ""\uc0c1\uc7a5\uc885\ubaa9\ucf54\ub4dc"": ""338220"", ""\ucd1d\uc778\uc6d0 (\uae08\uc735\uac10\ub3c5\uc6d0)"": ""-"", ""\ub300\ud45c\uc790\uba85"": ""\uc774\uc608\ud558"", ""\ud648\ud398\uc774\uc9c0"": ""www.vuno.co"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""1\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""148\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""2022-\uc11c\uc6b8\uc11c\ucd08-0822"", ""\uad6d\ubbfc\uc5f0\uae08 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""161\n\uba85"", ""\ud1f4\uc0ac/\uc785\uc0ac (1\ub144)"": ""41\n\uba85\n/\n52\n\uba85""}","2025-04-20 18:54:11","2025-04-20 18:54:11"
"5786",호두에이아이랩,"유망산업
50명이하
식대지원
설립10년이상
연봉상위11~20%
누적투자100억이상
AI 선도 기업","2773","서울시 강남구 역삼로 156, 607호","8","6.2억원","{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\uac00\uc804\uc81c\ud488 \uc18c\ub9e4\uc5c5"", ""\uc5f0\ud601"": ""11\ub144 (\n2014\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""-"", ""\ub9e4\ucd9c\uc561"": ""6\uc5b5 2,250\ub9cc\n\uc6d0"", ""\uae30\uc5c5\uc720\ud615"": ""\uae30\ud0c0 \ubc95\uc778"", ""\ud3c9\uade0\uc5f0\ubd09"": ""4,202\n\ub9cc\uc6d0"", ""\ub300\ud45c\uc790\uba85"": ""-"", ""\ud648\ud398\uc774\uc9c0"": ""-"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""1\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""4\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""-"", ""\uad6d\ubbfc\uc5f0\uae08 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""8\n\uba85"", ""\ud1f4\uc0ac/\uc785\uc0ac (1\ub144)"": ""3\n\uba85\n/\n5\n\uba85""}","2025-04-20 18:54:16","2025-04-20 18:54:16"
"1909",법틀,"자율복장
식대지원
사내동호회
커피·스낵바
50명이하
설립4~9년
인원 급성장
연봉 업계평균이상","2953","서울 성동구 성수2가 269-63 성수에이원센터 1007호서울 성동구 아차산로 17길 49, 성수생각공장 데시앙플렉스 901,902호","34","8.4억원","{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\uc2dc\uc2a4\ud15c\u318d\uc751\uc6a9 \uc18c\ud504\ud2b8\uc6e8\uc5b4 \uac1c\ubc1c \ubc0f \uacf5\uae09\uc5c5"", ""\uc5f0\ud601"": ""8\ub144 (\n2017\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""\uc2dc\uc2a4\ud15c\u318d\uc751\uc6a9 \uc18c\ud504\ud2b8\uc6e8\uc5b4 \uac1c\ubc1c \ubc0f \uacf5\uae09"", ""\ub9e4\ucd9c\uc561"": ""8\uc5b5 4,049\ub9cc\n\uc6d0"", ""\uae30\uc5c5\uc720\ud615"": ""\uae30\ud0c0 \ubc95\uc778"", ""\ud3c9\uade0\uc5f0\ubd09"": ""4,076\n\ub9cc\uc6d0"", ""\ub300\ud45c\uc790\uba85"": ""-"", ""\ud648\ud398\uc774\uc9c0"": ""-"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""1\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""26\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""-"", ""\uad6d\ubbfc\uc5f0\uae08 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""34\n\uba85"", ""\ud1f4\uc0ac/\uc785\uc0ac (1\ub144)"": ""13\n\uba85\n/\n23\n\uba85""}","2025-04-20 18:54:21","2025-04-20 18:54:21"
"23435",자이온,"커피·스낵바
식대지원
50명이하
인원 급성장
설립10년이상
적극 채용 중","2712",서울특별시 서초구 반포대로22길 39 4층,"41",,"{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\uc2dc\uc2a4\ud15c\u318d\uc751\uc6a9 \uc18c\ud504\ud2b8\uc6e8\uc5b4 \uac1c\ubc1c \ubc0f \uacf5\uae09\uc5c5"", ""\uc5f0\ud601"": ""11\ub144 (\n2014\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""\uc2dc\uc2a4\ud15c\u318d\uc751\uc6a9 \uc18c\ud504\ud2b8\uc6e8\uc5b4 \uac1c\ubc1c \ubc0f \uacf5\uae09"", ""\ub9e4\ucd9c\uc561"": ""-"", ""\uae30\uc5c5\uc720\ud615"": ""\uc8fc\uc2dd\ud68c\uc0ac"", ""\ud3c9\uade0\uc5f0\ubd09"": ""4,094\n\ub9cc\uc6d0"", ""\ub300\ud45c\uc790\uba85"": ""-"", ""\ud648\ud398\uc774\uc9c0"": ""-"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""1\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""46\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""2024-\uc11c\uc6b8\uc11c\ucd08-4392"", ""\uad6d\ubbfc\uc5f0\uae08 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""41\n\uba85"", ""\ud1f4\uc0ac/\uc785\uc0ac (1\ub144)"": ""5\n\uba85\n/\n3\n\uba85""}","2025-04-20 18:54:25","2025-04-20 18:54:25"
"13637",모플,"유망산업
복지포인트
50명이하
설립4~9년
인원 급성장
보너스
건강검진지원
스톡옵션
연봉 업계평균이상
누적투자100억이상
AI 선도 기업","3098","대전시 유성구 테크노4로 17, A214","9",,"{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\uacf5\ud559 \uc5f0\uad6c\uac1c\ubc1c\uc5c5"", ""\uc5f0\ud601"": ""6\ub144 (\n2019\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""\uc778\ubb38 \ubc0f \uc0ac\ud68c\uacfc\ud559 \uc5f0\uad6c\uac1c\ubc1c\uc5c5"", ""\ub9e4\ucd9c\uc561"": ""-"", ""\uae30\uc5c5\uc720\ud615"": ""\uae30\ud0c0 \ubc95\uc778"", ""\ud3c9\uade0\uc5f0\ubd09"": ""4,523\n\ub9cc\uc6d0"", ""\ub300\ud45c\uc790\uba85"": ""-"", ""\ud648\ud398\uc774\uc9c0"": ""-"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""1\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""5\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""-"", ""\uad6d\ubbfc\uc5f0\uae08 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""9\n\uba85"", ""\ud1f4\uc0ac/\uc785\uc0ac (1\ub144)"": ""4\n\uba85\n/\n7\n\uba85""}","2025-04-20 18:54:29","2025-04-20 18:54:29"
"19857",바이온사이트,"유망산업
커피·스낵바
자기계발지원
50명이하
설립4~9년
연봉상위11~20%
누적투자100억이상
AI 선도 기업","3086",성동구 왕십리로58 (FORHU) 418호,"13",,"{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\uc790\uc5f0\uacfc\ud559 \uc5f0\uad6c\uac1c\ubc1c\uc5c5"", ""\uc5f0\ud601"": ""5\ub144 (\n2020\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""\uc790\uc5f0\uacfc\ud559 \uc5f0\uad6c\uac1c\ubc1c\uc5c5"", ""\ub9e4\ucd9c\uc561"": ""-"", ""\uae30\uc5c5\uc720\ud615"": ""\uae30\ud0c0 \ubc95\uc778"", ""\ud3c9\uade0\uc5f0\ubd09"": ""4,499\n\ub9cc\uc6d0"", ""\ub300\ud45c\uc790\uba85"": ""-"", ""\ud648\ud398\uc774\uc9c0"": ""-"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""1\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""10\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""-"", ""\uad6d\ubbfc\uc5f0\uae08 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""13\n\uba85"", ""\ud1f4\uc0ac/\uc785\uc0ac (1\ub144)"": ""8\n\uba85\n/\n8\n\uba85""}","2025-04-20 18:54:34","2025-04-20 18:54:34"
"5290",크라우드웍스,"유망산업
장비지원
커피·스낵바
연봉상위11~20%
51~300명
설립4~9년
자유로운휴가
편의시설
의료비지원
건강검진지원
누적투자100억이상
인원 급성장
적극 채용 중
AI 선도 기업","2990","서울특별시 강남구 역삼동 테헤란로 309 (삼성제일빌딩, 5층)","89","84.9억원","{""\ud45c\uc900\uc0b0\uc5c5\ubd84\ub958"": ""\uc2dc\uc2a4\ud15c\u318d\uc751\uc6a9 \uc18c\ud504\ud2b8\uc6e8\uc5b4 \uac1c\ubc1c \ubc0f \uacf5\uae09\uc5c5"", ""\uc5f0\ud601"": ""8\ub144 (\n2017\n\ub144 \uc124\ub9bd)"", ""NTS\ubd84\ub958"": ""\uc2dc\uc2a4\ud15c\u318d\uc751\uc6a9 \uc18c\ud504\ud2b8\uc6e8\uc5b4 \uac1c\ubc1c \ubc0f \uacf5\uae09"", ""\ub9e4\ucd9c\uc561"": ""84\uc5b5 9,281\ub9cc\n\uc6d0"", ""\uae30\uc5c5\uc720\ud615"": ""\uc8fc\uc2dd\ud68c\uc0ac"", ""\ud3c9\uade0\uc5f0\ubd09"": ""5,073\n\ub9cc\uc6d0"", ""\ubc95\uc778\uc2dc\uc7a5\uad6c\ubd84"": ""\ucf54\uc2a4\ub2e5"", ""\uc0c1\uc7a5\uc885\ubaa9\ucf54\ub4dc"": ""355390"", ""\ucd1d\uc778\uc6d0 (\uae08\uc735\uac10\ub3c5\uc6d0)"": ""-"", ""\ub300\ud45c\uc790\uba85"": ""\uae40\uc6b0\uc2b9"", ""\ud648\ud398\uc774\uc9c0"": ""www.crowdworks.kr"", ""\uace0\uc6a9\ubcf4\ud5d8 \uc0ac\uc5c5\uc7a5 \uc218"": ""1\n\uac1c"", ""\uace0\uc6a9\ubcf4\ud5d8 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""185\n\uba85"", ""\ud1b5\uc2e0\ud310\ub9e4\uad00\ub9ac\ubc88\ud638"": ""2019-\uc11c\uc6b8\uac15\ub0a8-05382"", ""\uad6d\ubbfc\uc5f0\uae08 \uac00\uc785 \uc0ac\uc6d0\uc218"": ""89\n\uba85"", ""\ud1f4\uc0ac/\uc785\uc0ac (1\ub144)"": ""326\n\uba85\n/\n250\n\uba85""}","2025-04-20 18:54:38","2025-04-20 18:54:38"
